"raw_row_number","date","time","location","county_name","subject_age","subject_race","subject_sex","type","violation","speed","posted_speed","vehicle_color","vehicle_make","vehicle_model","vehicle_type","vehicle_registration_state","vehicle_year","raw_RACE","Dark"
4198039,2014-11-05,19H 47M 0S,"ST RT 5|5|2 - STATE","Seneca County",33,"white","male","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"bk - black","chev",NA,"1 - passenger","NY",2008,"- - WHITE",0
4198126,2014-10-31,19H 51M 0S,"I-90 MPM 472EB|90|1 - INTERSTATE","Chautauqua County",53,"white","male","vehicular","OPER MV WHILE USING PORTABLE ELEC DEV",NA,NA,"wh - white","ford",NA,"1 - passenger","IN",NA,"- - WHITE",0
4198802,2014-10-12,19H 46M 0S,"STATE RTE 20|20|2 - STATE","Columbia County",27,"white","male","vehicular","AGGRAVATED UNLIC OPER-2ND DEG.",NA,NA,"gy - grey","toyt",NA,"1 - passenger","NY",2005,"- - WHITE",0
4199329,2014-10-21,19H 24M 0S,NA,"Dutchess County",61,"white","female","vehicular","UNLICENSED OPERATOR",NA,NA,"wh - white","suba",NA,"1 - passenger","NY",2005,"- - WHITE",0
4199690,2014-11-22,19H 50M 0S,"TACONIC STATE PARKWAY|TSPK|9 - PARKWAY","Columbia County",44,"white","male","vehicular","NO/INADEQUATE LIGHTS(DRIVER SIDE)",NA,NA,"gy - grey","chev",NA,"1 - passenger","NY",2001,"- - WHITE",1
4200265,2014-11-21,19H 22M 0S,"I-90 WEST|90|1 - INTERSTATE","Erie County",53,"white","male","vehicular","OPER MV WHILE USING PORTABLE ELEC DEV",NA,NA,"gr - green","ford",NA,"1 - passenger","NY",2012,"- - WHITE",1
4200490,2014-11-09,19H 19M 0S,"ST RT 31 @ DELL CENTER DR|31|2 - STATE","Onondaga County",35,"white","male","vehicular","UNINSPECTED MOTOR VEHICLE-EX GREY TAG 4/14",NA,NA,"wh - white","chev",NA,"1 - passenger","NY",2010,"- - WHITE",1
4200582,2014-11-16,19H 42M 0S,"I-86 W/B|86|1 - INTERSTATE","Steuben County",24,"black","male","vehicular","SPEED IN ZONE",78,65,"gy - grey","toyt",NA,"1 - passenger","NY",2008,"- - BLACK",1
4200779,2014-11-04,19H 35M 0S,NA,"Monroe County",45,"white","female","vehicular","NO STOPPING/STANDING/PARKING ON HIGHWAY",NA,NA,"gy - grey","gmc",NA,"1 - passenger","NY",2007,"- - WHITE",0
4200890,2014-10-02,19H 25M 0S,NA,"Erie County",20,"white","male","vehicular","SPEED IN ZONE",60,45,"bk - black","chev",NA,"p - pick-up truck","NY",1987,"- - WHITE",0
4201385,2014-10-19,19H 30M 0S,"S JAMES ST|-|6 - CITY","Oneida County",24,"white","female","vehicular","NO/INADEQUATE LIGHTS-PASS HEADLAMP",NA,NA,"bk - black","jeep",NA,"1 - passenger","NY",2004,"- - WHITE",0
4201462,2014-11-25,19H 9M 0S,"I-90|90|1 - INTERSTATE","Rensselaer County",79,"black","female","vehicular","IMPROPER ENTRANCE/EXIT OF CONTROLLED ACCESS HWY",NA,NA,"rd - red","jeep",NA,"1 - passenger","NY",2008,"- - BLACK",1
4201923,2014-10-16,19H 33M 0S,"I 84 E|84|1 - INTERSTATE","Putnam County",20,"white","female","vehicular","SPEED IN ZONE",80,65,"gy - grey","hyun",NA,"1 - passenger","NY",2005,"- - WHITE",0
4202098,2014-11-22,19H 41M 0S,"STATE ROUTE 4|4|2 - STATE","Washington County",26,"white","male","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"wh - white","gmc",NA,"5 - truck","VT",2012,"- - WHITE",1
4202177,2014-10-15,19H 54M 0S,"I-90 WEST MPM 429|90|1 - INTERSTATE","Erie County",26,"white","male","vehicular","UNREGISTERED MOTOR VEHICLE EXPIRED 08/19/14",NA,NA,"wh - white","chev",NA,"1 - passenger","NY",2003,"- - WHITE",0
4202759,2014-10-24,19H 52M 0S,"SR 481|481|2 - STATE","Oswego County",36,"hispanic","male","vehicular","UNLICENSED OPERATOR",NA,NA,"rd - red","chev",NA,"1 - passenger","NY",2001,"- - HISPANIC",0
4202847,2014-10-19,19H 51M 0S,"I90WB (EXITED AT WML ST)|90|1 - INTERSTATE","Erie County",51,"white","male","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"bk - black","chev",NA,"1 - passenger","NY",2008,"- - WHITE",0
4202870,2014-10-11,19H 50M 0S,NA,"Orange County",21,"white","male","vehicular","NO/INADEQUATE PLATE LAMPS",NA,NA,"gy - grey","dodg",NA,"p - pick-up truck","NY",2005,"- - WHITE",0
4203246,2014-10-05,19H 45M 0S,"ST RT 14|14|2 - STATE","Schuyler County",40,"white","female","vehicular","DISOBEYED TRAFFIC CONTROL DEVICE",NA,NA,"gy - grey","lexs",NA,"1 - passenger","PA",2000,"- - WHITE",0
4203349,2014-11-15,19H 37M 0S,"STATE ROUTE 9|9|2 - STATE","Dutchess County",62,"white","male","vehicular","SPEED IN ZONE",49,30,"bk - black","lexs",NA,"1 - passenger","NY",2012,"- - WHITE",1
4203524,2014-11-22,19H 30M 0S,"SSP WB EO 16|SSPK|9 - PARKWAY","Nassau County",45,"black","male","vehicular","UNREGISTERED MOTOR VEHICLE",NA,NA,"bk - black","hond",NA,"1 - passenger","VA",2008,"- - BLACK",1
4204395,2014-10-12,19H 42M 0S,"CLINTON ST AND BLOSSOM RD|354|2 - STATE","Erie County",33,"white","female","vehicular","FLD TO STOP @ STOP SIGN",NA,NA,"gl - gold","cadi",NA,"1 - passenger","NY",2011,"- - WHITE",0
4204809,2014-10-02,19H 0M 0S,"W MAIN ST|394|2 - STATE","Cattaraugus County",35,"white","female","vehicular","INADEQUATE OR NO STOP LAMPS",NA,NA,"rd - red","dodg",NA,"1 - passenger","NY",2002,"- - WHITE",0
4204953,2014-11-16,19H 10M 0S,"STATE ROUTE 31|31|2 - STATE","Madison County",20,"white","female","vehicular","NO/INADEQUATE LIGHTS-DRIVER SIDE HEADLIGHT OUT",NA,NA,"gr - green","volk",NA,"1 - passenger","NY",2002,"- - WHITE",1
4205402,2014-10-02,19H 39M 0S,"INTERSTATE 90 (W/B)|90|1 - INTERSTATE","Rensselaer County",33,"white","male","vehicular","SPEED IN ZONE",83,65,"bk - black","jeep",NA,"1 - passenger","NJ",2014,"- - WHITE",0
4206247,2014-11-19,19H 35M 0S,"CLARK ST RD|5|2 - STATE","Cayuga County",30,"hispanic","male","vehicular","NO/INADEQUATE LIGHTS FRONT DRIVER",NA,NA,"gy - grey","strn",NA,"1 - passenger","NY",2005,"- - HISPANIC",1
4206492,2014-10-19,19H 5M 0S,"IRISH SETTLEMENT ROAD|32|3 - COUNTY","Clinton County",18,"white","male","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"gy - grey","hond",NA,"1 - passenger","NY",2005,"- - WHITE",0
4206771,2014-10-29,19H 59M 0S,"SR910F|910F|2 - STATE","Albany County",19,"white","male","vehicular","INADEQUATE/NO MUFFLER",NA,NA,"yw - yellow","ford",NA,"1 - passenger","NY",1999,"- - WHITE",0
4207015,2014-11-05,19H 46M 0S,"SR 9A|9A|2 - STATE","Westchester County",27,"asian/pacific islander","male","vehicular","NO/INADEQUATE PLATE LAMPS",NA,NA,"wh - white","toyt",NA,"1 - passenger","NY",2010,"- - ASIAN - EAST INDIAN",0
4207261,2014-11-11,19H 47M 0S,"I-87 SB|87|1 - INTERSTATE","Albany County",22,"white","male","vehicular","SIDEWINGS/SIDEWINDOWS/NON/TRASNPRNT  33%",NA,NA,"bl - blue","ford",NA,"1 - passenger","NY",2010,"- - WHITE",1
4207292,2014-11-25,19H 10M 0S,"I-90E|90|1 - INTERSTATE","Montgomery County",20,"white","female","vehicular","NO DISTINCTIVE PLATE/INSECURE/DIRTY",NA,NA,"rd - red","toyt",NA,"1 - passenger","NY",2003,"- - WHITE",1
4207795,2014-10-22,19H 0M 0S,"US RT 11|11|2 - STATE","Oswego County",44,"white","female","vehicular","UNINSPECTED MOTOR VEHICLE",NA,NA,"bl - blue","volv",NA,"1 - passenger","NY",2002,"- - WHITE",0
4207833,2014-11-09,19H 40M 0S,"I-90 WB MPM 225|90|1 - INTERSTATE","Herkimer County",53,"black","male","vehicular","SPEED IN ZONE",80,65,"gy - grey","dodg",NA,"1 - passenger","CT",2013,"- - BLACK",1
4208088,2014-11-10,19H 51M 0S,"I787 EXIT 2 @ CHURCH STREET|787|1 - INTERSTATE","Albany County",35,"black","male","vehicular","UNLICENSED OPERATOR",NA,NA,"wh - white","strn",NA,"1 - passenger","NY",2008,"- - BLACK",1
4209775,2014-11-27,19H 45M 0S,"SR 32 N/B|32|2 - STATE","Ulster County",31,"white","female","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"gl - gold","lexs",NA,"1 - passenger","NY",2002,"- - WHITE",1
4210062,2014-10-30,19H 47M 0S,"SR 910F    S|910F|2 - STATE","Albany County",57,"white","female","vehicular","SPEED IN ZONE",68,45,"gy - grey","suba",NA,"1 - passenger","NY",2009,"- - WHITE",0
4210310,2014-11-18,19H 25M 0S,"NORTHERN STATE PARKWAY EAST|NSPK|9 - PARKWAY","Nassau County",22,"hispanic","male","vehicular","FOLLOWING TOO CLOSELY",NA,NA,"bk - black","acur",NA,"1 - passenger","NY",2007,"- - HISPANIC",1
4210472,2014-10-12,19H 30M 0S,"HEIFER RD|-|4 - TOWN","Onondaga County",46,"white","female","vehicular","LEAVING/SCENE PROPERTY DAMAGE ACC.",NA,NA,"wh - white","humm",NA,"1 - passenger","NY",2007,"- - WHITE",0
4210909,2014-11-29,19H 50M 0S,"STATE ROUTE 415|415|2 - STATE","Steuben County",33,"white","female","vehicular","NO/INADEQUATE LIGHTS (P/S)",NA,NA,"bl - blue","hyun",NA,"1 - passenger","KY",NA,"- - WHITE",1
4211337,2014-11-07,19H 54M 0S,"SR 104|104|2 - STATE","Oswego County",35,"white","male","vehicular","NO HEADLAMPS- PASS SIDE",NA,NA,"wh - white","hyun",NA,"1 - passenger","NY",2004,"- - WHITE",1
4212885,2014-11-23,19H 39M 0S,"I 81|81|1 - INTERSTATE","Jefferson County",47,"white","male","vehicular","SPEED OVER 55 ZONE",70,55,"gy - grey","niss",NA,"1 - passenger","NY",2012,"- - WHITE",1
4213737,2014-11-28,19H 52M 0S,"STATE ROUTE 110|110|2 - STATE","Suffolk County",26,"hispanic","male","vehicular","INADEQUATE OR NO STOP LAMPS",NA,NA,"bl - blue","hond",NA,"1 - passenger","TX",2003,"- - HISPANIC",1
4213740,2014-10-28,19H 36M 0S,"COUNTY ROUTE 35|35|3 - COUNTY","Chenango County",33,"white","male","vehicular","FLD DUE CARE FOR EMERG VEH STOPPED",NA,NA,"gy - grey","chev",NA,"1 - passenger","NY",2014,"- - WHITE",0
4213742,2014-10-19,19H 15M 0S,"STATE ROUTE 33 EXPRESSWAY EASTBOUND|33|2 - STATE","Erie County",41,"white","female","vehicular","UNREGISTERED MOTOR VEHICLE (SUSP 9/22/2014)",NA,NA,"wh - white","pont",NA,"1 - passenger","NY",2008,"- - WHITE",0
4213867,2014-10-19,19H 24M 0S,"ST-17C|17C|2 - STATE","Tioga County",22,"white","male","vehicular","PED FLD/YLD RT-OF-WAY OTH THAN XWLK",NA,NA,NA,NA,NA,"0 - no vehicle",NA,NA,"- - WHITE",0
4214089,2014-11-14,19H 40M 0S,"CR 42|42|3 - COUNTY","St Lawrence County",23,"white","female","vehicular","OPERATING WHILE REGISTRATION SUSP/REVOKED",NA,NA,"rd - red","niss",NA,"1 - passenger","NY",2011,"- - WHITE",1
4214308,2014-10-05,19H 51M 0S,"N/B SAG N/O I 495|SAPK|9 - PARKWAY","Suffolk County",51,"white","female","vehicular","SPEED OVER 55 ZONE",78,55,"wh - white","linc",NA,"1 - passenger","NY",2011,"- - WHITE",0
4214440,2014-11-14,19H 39M 0S,"I-81|81|1 - INTERSTATE","Onondaga County",49,"white","female","vehicular","AGGRAVATED UNLIC OPER-2ND DEG.",NA,NA,"rd - red","ford",NA,"1 - passenger","NY",2003,"- - WHITE",1
4214945,2014-10-12,19H 42M 0S,"SR-19|19|2 - STATE","Allegany County",74,"white","male","vehicular","NO/INSUFFICIENT TAIL LAMPS",NA,NA,"bk - black","chev",NA,"p - pick-up truck","NY",2010,"- - WHITE",0
4215117,2014-10-19,19H 7M 0S,"SSP E/B W/O EXIT 22|SSPK|9 - PARKWAY","Nassau County",39,"black","female","vehicular","NO/INADEQUATE HEADLIGHT",NA,NA,"wh - white","acur",NA,"1 - passenger","NY",1997,"- - BLACK",0
4215359,2014-10-28,19H 15M 0S,"ROBERT MOSES PKWY|RMPK|9 - PARKWAY","Niagara County",58,"white","male","vehicular","PROVIDING INVALID INS. ID CARD (MISD)",NA,NA,"wh - white","frht",NA,"6 - truck/tractor","CA",1999,"- - WHITE",0
4215799,2014-10-05,19H 47M 0S,"SR-17 E/B|17|2 - STATE","Orange County",28,"white","male","vehicular","FOLLOWING TOO CLOSELY",NA,NA,"wh - white","hyun",NA,"1 - passenger","NY",2010,"- - WHITE",0
4215897,2014-10-01,19H 53M 0S,"FARM TO MARKET RD N/B|62|3 - COUNTY","Putnam County",44,"white","male","vehicular","MOVED FROM LANE UNSAFELY",NA,NA,"bl - blue","ford",NA,"1 - passenger","NY",1999,"- - WHITE",0
4216309,2014-10-30,19H 55M 0S,"I-90 EAST MPM 429|90|1 - INTERSTATE","Erie County",47,"white","female","vehicular","NO/INADEQUATE PLATE LAMPS",NA,NA,"gr - green","merc",NA,"1 - passenger","NY",2010,"- - WHITE",0
4216412,2014-11-12,19H 0M 0S,"NB MSP M5/M6|MSPK|9 - PARKWAY","Nassau County",24,"black","female","vehicular","FRONT WINDOWS/NON/TRASNPRNT>30% TINTED",NA,NA,"bk - black","hond",NA,"1 - passenger","NY",2014,"- - BLACK",1
4216615,2014-10-17,19H 57M 0S,"SR-249|249|2 - STATE","Erie County",24,"white","male","vehicular","FLD/NOTIFY DMV CHANGE OF ADDRESS",NA,NA,"gr - green","ford",NA,"p - pick-up truck","NY",2006,"- - WHITE",0
4216761,2014-11-01,19H 14M 0S,"ST RT 7|7|2 - STATE","Rensselaer County",48,"white","male","vehicular","NO/INSUFFICIENT TAIL LAMPS",NA,NA,"wh - white","chev",NA,"p - pick-up truck","TN",1994,"- - WHITE",0
4216955,2014-10-03,19H 10M 0S,"STATE ROUTE 35|35|2 - STATE","Westchester County",16,"white","male","vehicular","FAILED TO YLD RT-OF-WAY-GRN LITE",NA,NA,"bk - black","volv",NA,"1 - passenger","NY",2008,"- - WHITE",0
4216962,2014-11-15,19H 48M 0S,"LAKE ST|11|2 - STATE","Clinton County",22,"white","female","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"wh - white","ford",NA,"1 - passenger","VT",2011,"- - WHITE",1
4217047,2014-11-14,19H 59M 0S,"I 290|290|1 - INTERSTATE","Erie County",41,"white","male","vehicular","SPEED OVER 55 ZONE",70,55,"bk - black","ford",NA,"1 - passenger",NA,2015,"- - WHITE",1
4217244,2014-11-16,19H 31M 0S,"STATE ROUTE 20|20|2 - STATE","Onondaga County",53,"white","male","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"bl - blue","dodg",NA,"1 - passenger","NY",2006,"- - WHITE",1
4217383,2014-11-15,19H 34M 0S,"ST 6|6|2 - STATE","Westchester County",17,"black","male","vehicular","PASSED RED SIGNAL",NA,NA,"gy - grey","hond",NA,"1 - passenger","NY",2001,"- - BLACK",1
4217739,2014-11-02,19H 26M 0S,"I-87|87|1 - INTERSTATE","Saratoga County",40,"white","male","vehicular","SPEED IN ZONE",82,65,"gy - grey","toyt",NA,"1 - passenger","NY",2010,"- - WHITE",0
4217796,2014-10-12,19H 48M 0S,"US11|11|2 - STATE","Broome County",62,"asian/pacific islander","male","vehicular","BACKING UNSAFELY",NA,NA,"bk - black","hond",NA,"1 - passenger","NY",2007,"- - ASIAN - EAST INDIAN",0
4218012,2014-11-05,19H 50M 0S,"CR-53|53|3 - COUNTY","St Lawrence County",34,"white","male","vehicular","47",47,30,"wh - white","ford",NA,"p - pick-up truck","PA",2006,"- - WHITE",0
4218345,2014-10-20,19H 58M 0S,"ST 31 @ DRAKES LANDING|31|2 - STATE","Onondaga County",46,"white","male","vehicular","INADEQUATE OR NO STOP LAMPS-PASS BRAKE LIGHT",NA,NA,"tn - tan","jeep",NA,"1 - passenger","NY",2000,"- - WHITE",0
4218827,2014-10-11,19H 43M 0S,"SSP W/B E/O 13|SSPK|9 - PARKWAY","Nassau County",19,"other","female","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"gy - grey","toyt",NA,"1 - passenger","NY",2003,"- - OTHER",0
4219294,2014-11-19,19H 30M 0S,"SR-281|281|2 - STATE","Cortland County",50,"white","male","vehicular","INADEQUATE OR NO STOP LAMPS",NA,NA,"gy - grey","suba",NA,"1 - passenger","NY",2009,"- - WHITE",1
4219340,2014-11-27,19H 53M 0S,"INTERSTATE 87|87|1 - INTERSTATE","Essex County",28,"white","male","vehicular","DISOBEYED TRAFFIC CONTROL DEVICE",NA,NA,"wh - white","mazd",NA,"1 - passenger",NA,2010,"- - WHITE",1
4219353,2014-11-11,19H 40M 0S,"I-490 WB|490|1 - INTERSTATE","Monroe County",18,"white","female","vehicular","SPEED IN ZONE",62,40,"gy - grey","hond",NA,"1 - passenger","NY",2013,"- - WHITE",1
4219379,2014-11-08,19H 3M 0S,"STATE ROUTE 21 EB|21|2 - STATE","Steuben County",21,"white","female","vehicular","SPEED IN ZONE",55,40,"gy - grey","jeep",NA,"1 - passenger","PA",2015,"- - WHITE",1
4219493,2014-10-02,19H 22M 0S,"VICTORY HWY|415|2 - STATE","Steuben County",25,"white","male","vehicular","UNINSPECTED MOTOR VEHICLE - 5/2014",NA,NA,"mr - maroon","suzi",NA,"1 - passenger","NY",2004,"- - WHITE",0
4219650,2014-10-19,19H 3M 0S,"TRANSIT RD|78|2 - STATE","Erie County",30,"white","female","vehicular","OP MV- MOBILE PHONE",NA,NA,"bk - black","strn",NA,"1 - passenger","NY",2004,"- - WHITE",0
4220651,2014-11-29,19H 10M 0S,"RT 33|33|2 - STATE","Erie County",38,"black","male","vehicular","SPEED OVER 55 ZONE",75,55,"bl - blue","dodg",NA,"v - van","NY",2005,"- - BLACK",1
4220788,2014-11-25,19H 35M 0S,"STATE ROUTE 32 BYPASS|32|2 - STATE","Albany County",23,"white","male","vehicular","NOPASSENGER SIDE  STOP LAMPS",NA,NA,"gy - grey","volk",NA,"1 - passenger","NY",2003,"- - WHITE",1
4221241,2014-10-15,19H 57M 0S,NA,"Otsego County",37,"white","male","vehicular","AGGRAVATED DWI-BLOOD ALCOHOL CONTENT .18 OR HIGHER",NA,NA,"wh - white","chev",NA,"1 - passenger","NY",1999,"- - WHITE",0
4221540,2014-11-10,19H 37M 0S,"ST HWY 17 E/B|17|2 - STATE","Delaware County",29,"white","female","vehicular","INADEQUATE OR NO STOP LAMPS   D/S",NA,NA,"gy - grey","niss",NA,"1 - passenger","CT",2004,"- - WHITE",1
4221997,2014-10-28,19H 34M 0S,"ST-434|434|4 - TOWN","Tioga County",50,"white","male","vehicular","DRIVER SIDE BRAKE LIGHT",NA,NA,"bk - black","hyun",NA,"1 - passenger","PA",2002,"- - WHITE",0
4222038,2014-10-20,19H 11M 0S,NA,"Broome County",48,"white","male","vehicular","REFUSAL TO TAKE BREATH TEST",NA,NA,"bl - blue","pont",NA,"1 - passenger","NY",2005,"- - WHITE",0
4222143,2014-10-24,19H 17M 0S,"INTERSTATE 87 (N/B)|87|1 - INTERSTATE","Saratoga County",53,"white","female","vehicular","IMPROPER LANE CHANGE WITHOUT SIGNAL",NA,NA,"tn - tan","chev",NA,"1 - passenger","NY",1999,"- - WHITE",0
4222394,2014-11-05,19H 45M 0S,NA,"Westchester County",35,"white","female","vehicular","AGGRAVATED UNLIC OP 3RD (MISD)",NA,NA,"gy - grey","chry",NA,"1 - passenger","NY",2006,"- - WHITE",0
4222401,2014-11-05,19H 33M 0S,"JOHN GLENN BLVD|--|4 - TOWN","Onondaga County",30,"white","male","vehicular","UNLICENSED OPERATOR",NA,NA,"rd - red","gmc",NA,"p - pick-up truck","NY",2000,"- - WHITE",0
4222647,2014-11-28,19H 7M 0S,"I-390 S/B|390|1 - INTERSTATE","Monroe County",61,"white","female","vehicular","NO/INADEQUATE LIGHTS  (R)",NA,NA,"gy - grey","gmc",NA,"1 - passenger","NY",2007,"- - WHITE",1
4222786,2014-10-18,19H 33M 0S,"HEMSPTEAD TPKE|24|2 - STATE","Nassau County",18,"black","male","vehicular","UNREGISTERED MOTOR VEHICLE",NA,NA,"wh - white","volk",NA,"1 - passenger","NY",2009,"- - BLACK",0
4222823,2014-11-23,19H 15M 0S,"ST RT 21|21|2 - STATE","Steuben County",57,"white","male","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"gy - grey","chev",NA,"1 - passenger","GA",2006,"- - WHITE",1
4222848,2014-11-09,19H 19M 0S,"ST RT 31 @ DELL CENTER DR|31|2 - STATE","Onondaga County",35,"white","male","vehicular","NO/INADEQUATE LIGHTS-DRIVER HEADLIGHT",NA,NA,"wh - white","chev",NA,"1 - passenger","NY",2010,"- - WHITE",1
4223070,2014-10-26,19H 6M 0S,"STATE ROUTE 50|50|2 - STATE","Saratoga County",26,"white","male","vehicular","NO/INADEQUATE LIGHTS OPER SIDE HIGH AND LOW BEAM",NA,NA,"gl - gold","hyun",NA,"1 - passenger","NY",2003,"- - WHITE",0
4223555,2014-10-13,19H 31M 0S,"SHADY AVE|126|2 - STATE","Lewis County",22,"white","male","vehicular","IMPROPER WIPERS/UNAUTHORIZED STICKER",NA,NA,"gr - green","chev",NA,"p - pick-up truck","NY",2001,"- - WHITE",0
4223688,2014-11-20,19H 46M 0S,"CR11|11|3 - COUNTY","Oswego County",42,"white","male","vehicular","NO/INSUFFICIENT TAIL LAMPS",NA,NA,"gy - grey","toyt",NA,"1 - passenger","NY",2007,"- - WHITE",1
4223723,2014-11-09,19H 23M 0S,"SR-13|13|2 - STATE","Tompkins County",52,"white","female","vehicular","SPEED OVER 55 ZONE",70,55,"gy - grey","niss",NA,"1 - passenger","NY",2011,"- - WHITE",1
4224092,2014-10-11,19H 55M 0S,"ST 414|414|2 - STATE","Seneca County",21,"white","male","vehicular","SPEED IN ZONE",52,35,"wh - white","hond",NA,"1 - passenger","NY",1993,"- - WHITE",0
4224342,2014-10-04,19H 23M 0S,"S SALINA ST@CRIPPEN AVE|11|2 - STATE","Onondaga County",30,"black","female","vehicular","FLD/SURR/LIC/REG PLATES/REV-ART7 (MISD)",NA,NA,"gy - grey","chev",NA,"1 - passenger","NY",2009,"- - BLACK",0
4224479,2014-10-03,19H 54M 0S,"SR-9|9|2 - STATE","Columbia County",23,"white","male","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"gy - grey","suzi",NA,"1 - passenger","NY",2008,"- - WHITE",0
4224562,2014-11-04,19H 49M 0S,"I 84 E|84|1 - INTERSTATE","Putnam County",25,"asian/pacific islander","male","vehicular","SPEED IN ZONE",84,65,"bl - blue","toyt",NA,"1 - passenger","PA",2009,"- - ASIAN - EAST INDIAN",0
4224982,2014-11-13,19H 51M 0S,"CR 104 S/B @ CR 105|104|3 - COUNTY","Suffolk County",46,"white","male","vehicular","NO PASSENGER SIDE TAIL LAMP",NA,NA,"rd - red","jeep",NA,"1 - passenger","NY",2006,"- - WHITE",1
4225202,2014-10-29,19H 14M 0S,"I-87|87|1 - INTERSTATE","Saratoga County",27,"white","male","vehicular","SPEED IN ZONE",85,65,"gy - grey","niss",NA,"1 - passenger","PA",2014,"- - WHITE",0
4225516,2014-10-07,19H 20M 0S,"QUAKER ROAD|254|2 - STATE","Warren County",18,"white","male","vehicular","NO/INADEQUATE LIGHTS-PASS OUT",NA,NA,"bl - blue","ford",NA,"p - pick-up truck","NY",2001,"- - WHITE",0
4226126,2014-11-02,19H 30M 0S,"ST RT 52|52|2 - STATE","Sullivan County",29,"white","male","vehicular","SPEED IN ZONE",56,35,"bk - black","jeep",NA,"1 - passenger","NY",2005,"- - WHITE",0
4226214,2014-10-15,19H 33M 0S,"STATE ROUTE 50|50|2 - STATE","Saratoga County",20,"white","female","vehicular","FOLLOWING TOO CLOSELY",NA,NA,"rd - red","jeep",NA,"1 - passenger","NY",2005,"- - WHITE",0
4226274,2014-10-25,19H 50M 0S,"NORTHERN ST PWY WB 231 LN 1-2|NSPK|9 - PARKWAY","Suffolk County",51,"black","male","vehicular","DRIVING WHILE INTOXICATED (MISD)",NA,NA,"wh - white","chev",NA,"1 - passenger","NY",2014,"- - BLACK",0
4226328,2014-10-08,19H 57M 0S,"I-490 WB|490|1 - INTERSTATE","Monroe County",22,"white","female","vehicular","SPEED OVER 55 ZONE",74,55,"wh - white","ford",NA,"1 - passenger","NY",2004,"- - WHITE",0
4226920,2014-11-16,19H 52M 0S,"PALISADES PARKWAY S/B|PIPK|9 - PARKWAY","Rockland County",20,"white","male","vehicular","OPERATING WITHOUT INSURANCE",NA,NA,"gy - grey","suba",NA,"1 - passenger","NY",2006,"- - WHITE",1
4226965,2014-10-08,19H 42M 0S,"INTERSTATE 88|88|1 - INTERSTATE","Otsego County",23,"white","male","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"gy - grey","chev",NA,"1 - passenger","NY",2007,"- - WHITE",0
4227011,2014-10-31,19H 31M 0S,"SR13|13|2 - STATE","Tompkins County",55,"white","male","vehicular","NO/INADEQUATE PLATE LAMPS",NA,NA,"bl - blue","jeep",NA,"1 - passenger","NY",2006,"- - WHITE",0
4227060,2014-11-03,19H 28M 0S,"I-90 E/B MPM 431.5|90|1 - INTERSTATE","Erie County",28,"hispanic","male","vehicular","UNINSPECTED MOTOR VEHICLE",NA,NA,"yw - yellow","hond",NA,"1 - passenger","NY",1998,"- - HISPANIC",0
4227115,2014-10-17,19H 40M 0S,"490 WEST|490|1 - INTERSTATE","Monroe County",22,"black","male","vehicular","MOVED FROM LANE UNSAFELY",NA,NA,"gy - grey","kia",NA,"1 - passenger","NY",2011,"- - BLACK",0
4227284,2014-10-14,19H 9M 0S,"SR 458|458|2 - STATE","Franklin County",46,"white","male","vehicular","FOLLOWING TOO CLOSELY",NA,NA,"bk - black","chev",NA,"p - pick-up truck","NY",2005,"- - WHITE",0
4227639,2014-11-04,19H 26M 0S,NA,"Monroe County",22,"black","female","vehicular","UNLICENSED OPERATOR",NA,NA,"rd - red","chry",NA,"1 - passenger","NY",2006,"- - BLACK",0
4227658,2014-11-21,19H 58M 0S,"TACONIC STATE PKWY|TSPK|9 - PARKWAY","Dutchess County",22,"black","male","vehicular","SPEED OVER 55 ZONE",79,55,"gy - grey","hond",NA,"1 - passenger","NY",2006,"- - BLACK",1
4227770,2014-10-13,19H 16M 0S,"INT 81|81|1 - INTERSTATE","Jefferson County",26,"white","male","vehicular","UNREGISTERED TRAILER",NA,NA,NA,NA,NA,"0 - no vehicle",NA,NA,"- - WHITE",0
4228116,2014-10-21,19H 56M 0S,"ST-11|11|2 - STATE","Onondaga County",36,"white","male","vehicular","NO/INSUFFICIENT TAIL LAMPS",NA,NA,"rd - red","dodg",NA,"1 - passenger","NY",2005,"- - WHITE",0
4228357,2014-11-29,19H 23M 0S,"I-81 S/B|81|1 - INTERSTATE","Broome County",30,"white","female","vehicular","NO/INADEQUATE PLATE LAMPS",NA,NA,"bk - black","hond",NA,"1 - passenger","NY",2002,"- - WHITE",1
4228358,2014-11-25,19H 0M 0S,"SR-11B|11B|2 - STATE","Franklin County",51,"white","female","vehicular","DISOBEYED TRAFFIC CONTROL DEVICE",NA,NA,"wh - white","volv",NA,"1 - passenger","NY",2010,"- - WHITE",1
