ages,list_price,num_reviews,piece_count,play_star_rating,prod_desc,prod_id,prod_long_desc,review_difficulty,set_name,star_rating,theme_name,val_star_rating,country,Licensed
5-12,9.99,2,82,4.5,Blow up the rock pile and discover gold!,60184,"Grab your hard hat and head out with the LEGO® City Mining Team to dig for gold! This fun building toy features a rock pile with space for golden nugget elements and breakaway elements, as well as a dumper with tipping bed and space for a minifigure, and a research station. Includes 4 minifigures and a glow-in-the-dark spider figure.
Includes 4 miner minifigures and a spider figure.
Features a dumper with tipping bed and space for a minifigure.
Also includes a research station with space for golden nugget elements and a rock pile with breakaway elements, space for a dynamite stick element and golden nugget elements.
Spider glows in the dark!
Set the dynamite element on the rock pile and push the handle down to break it apart.
Shovel the nuggets into the dumper to haul them back to camp.
Accessory elements include 2 golden nugget elements, 1 dynamite stick element, demolition plunger, mug, shovel and a pickaxe.
This building toy is suitable for ages 5-12.
Dumper measures over 1” (4cm) high, 2” (6cm) long and 1” (5cm) wide.
Rock pile measures over 1” (4cm) high, 2” (7cm) wide and 1” (5cm) deep.
Research station measures over 1” (5cm) high, 1” (3cm) wide and under 1” (2cm) deep.",Very Easy,Mining Team,5,City,4,US,Non-Licensed
5-12,9.99,1,78,4,Climb in the cockpit and set a new speed record!,60178,"Take the wheel and wait for the green light with the powerful LEGO® City Speed Record Car! This fast vehicle construction toy features an opening cockpit, iconic flame elements and a large rear wing. Includes a minifigure.
Includes a driver minifigure.
Features a streamlined car with opening cockpit, flame elements and large rear wing.
Close the cockpit to make sure there’s no air drag while you race.
This construction toy is suitable for ages 5-12.
Speed Record Car measures over 2” (6cm) high, 8” (20cm) long and 3” (8cm) wide.
As seen in the LEGO® City Vehicles TV commercial.",Easy,Speed Record Car,5,City,4,US,Non-Licensed
5-12,6.99,2,37,4.5,Catch the crook before he escapes with the loot!,60170,"Pick up your badge and join the LEGO® City Mountain Police officer on an Off-Road Chase to help stop the crook! This fun building toy set features a crook’s hideout with space for loot and greenery and a police motocross bike with off-road tires and kickstand. Includes 2 minifigures and a snake figure.
Includes 2 minifigures: a police officer and crook, plus a snake figure.
Features a crook hideout with greenery and space for loot.
Also includes a police motocross bike with kickstand and off-road tires.
Wedge the crowbar into the hole in the hideout to recover the jewels.
Accessory elements include 2 jewel elements, a crowbar and handcuffs.
This fun building toy set is suitable for ages 5-12.
Motocross bike measures over 1” (4cm) high, 2” (7cm) long and 1” (3cm) wide.
Hideout measures over 1” (5cm) high, 1” (5cm) wide and 1” (4cm) deep.",Very Easy,Off-Road Chase,4.5,City,5,US,Non-Licensed
5-12,6.99,5,53,3.8,Explore the depths of the jungle and find something amazing!,60156,"Go exploring in the wilds of the LEGO® City jungle with the Jungle Buggy featuring a minifigure cockpit and space in the back for machete and binoculars elements, plus a buildable statue with hidden diamond element, moving leaf and a red spider figure. Includes a minifigure.
Includes an explorer minifigure and a spider figure.
Features a buggy with a minifigure cockpit.
Also includes a statue with a moving leaf and hidden diamond element.
Rotate the leaf to reveal the hidden diamond.
Accessory elements include a machete and pair of binoculars.
Buggy measures over 1” (3cm) high, 3” (8cm) long and 1” (4cm) wide.
Statue measures over 1” (4cm) high, 1” (5cm) wide and 1” (3cm) deep.",Easy,Jungle Buggy,3.6,City,4.2,US,Non-Licensed
5-12,39.99,30,157,4.7,Fill up your city with people!,60134,"Grow your city's population with this great pack, featuring a wide range of minifigures and endless possibilities for activities, with playground equipment, a picnic table, bench and a hot dog stand. Includes 14 minifigures, plus baby and dog figures.
Build a colorful park setting full of buildable models and 14 fun minifigure characters!
Make a spinning merry-go-round, park bench, picnic table, hot dog cart, lawnmower, wheelchair, baby stroller, and more
Includes 14 LEGO City minifigure characters, plus baby and dog figures and lots of accessories
LEGO City building toys are compatible with all LEGO construction sets for creative building
157 pieces – For boys and girls between the ages of 5 and 12 years old",Very Easy,Fun in the park - City People Pack,4.6,City,4,US,Non-Licensed
8-12,149.99,5,1277,5,Help out the volcano explorers and bring in the big equipment!,60125,"Take part in big discoveries with the massive Volcano Heavy-lift Helicopter, featuring 2 sets of spinning rotors, an opening rear hatch and lowering crane, plus a volcano with eruption function, mobile lab that opens at the front, mobile boulder cracker, lifter, dumper and 4 boulders that open to reveal a crystal element inside. Includes 8 minifigures.
Includes 8 minifigures: a female volcano explorer, female scientist, female volcano worker, 2 volcano adventurers, male volcano worker, pilot and a scientist with heatsuit.
Features a Volcano Heavy-lift Helicopter, volcano with eruption function, mobile lab, dumper, mobile boulder cracker and a lifter.
Volcano Heavy-lift Helicopter features a lowering crane, rear opening hatch, dual spinning rotors and space for a box and tools in the back.
Volcano features an eruption function activated by a lever.
Mobile lab features rolling wheels and a front-opening panel.
Mobile boulder cracker includes a box to hold a crystal element.
Lifter features moving wheels and moving arms that can hold a boulder or box.
Dumper features rolling wheels and space in the back to carry items.
Use the helicopter crane to carry and lower the mobile lab and other equipment.
Push the lever on the volcano to make it erupt and release the lava boulders.
Set a boulder in the mobile cracker and open it to find the crystal element inside.
Accessory elements include 4 boulders with crystal element inside, a camera, walkie-talkie, shovel, pickaxe, jackhammer, metal detector and a box.
Headgear accessory elements include 4 hard hats, hard hat with headphones, adventurer's hat, pilot's helmet and a heatsuit helmet.
Heavy-lift Helicopter measures over 6” (17cm) high, 18” (47cm) long and 10” (26cm) wide.
Volcano measures over 5” (13cm) high, 7” (20cm) wide and 3” (9cm) deep.
Mobile lab measures over 3” (9cm) high, 5” (13cm) wide and 3” (9cm) deep.
Mobile boulder cracker measures over 3” (9cm) high, 5” (13cm) wide and 3” (9cm) deep.
Lifter measures over 2” (7cm) high, 5” (13cm) long and 2” (6cm) wide.
Dumper measures over 2” (7cm) high, 4” (11cm) long and 2” (6cm) wide.",Average,Volcano Heavy-lift Helicopter,4.6,City,4.2,US,Non-Licensed
8-12,119.99,9,824,5,Get busy with some serious scientific work!,60124,"Take part in the big discoveries with the Volcano Exploration Base, featuring a volcano with eruption function, mobile operations center with detachable truck cab and side opening lab, large excavator with extendable hammer arm that moves up and down, drone with spinning rotors, wheeled dumper, ‘lava' boulders with crystal elements inside and various tools. Includes 6 minifigures.
Build your own Volcano Exploration Base, with volcano with eruption function, mobile operations center, large excavator, drones, wheel dumper, and much more!
Use the lever to trigger the volcanic eruption
Includes six minifigures: a female scientist, scientist with heat suit, female worker, male worker and two adventurers
LEGO City toys are compatible with all LEGO construction sets for creative building
Mobile operations center with truck measures over 4” high, 12” long and 2” wide. Excavator measures over 5” high, 6” long and 3” wide. Volcano measures over 5” high, 6” wideand 6” deep
824 pieces – For boys and girls ages 8 to 12",Average,Volcano Exploration Base,4.6,City,4.6,US,Non-Licensed
6-12,79.99,2,412,4.5,Save the lighthouse and rescue the keeper with the Fire Boat!,60109,"Put out the lighthouse fire with the LEGO® City Fire Boat, featuring a movable crane arm, stud-shooting water cannon that can knock down the flames, plus a dinghy, firefighting gear, kitchen, medical station and lighthouse jetty. Includes 5 minifigures: the Captain, 2 male firefighters, a female firefighter and the lighthouse keeper.
Build a Fire Boat with a detailed bridge, searchlights, a dinghy, a stud-launching water cannon with movable crane arm, and more!
Shoot the “water” pieces to put out the “fire” at the buildable lighthouse with a pier and shack!
Includes boat captain, 2 male and 1 female firefighters, and lighthouse keeper minifigures, plus lots of gear and accessories
LEGO City building toys are compatible with all LEGO construction sets for creative building
Fire Boat is over 11” high, 12” long, and 6” wide. Lighthouse with pier and shack is over 6” high, 6” wide, and 3” deep
412 pieces – For boys and girls between the ages of 6 and 12 years old",Easy,Fire Boat,4.5,City,4,US,Non-Licensed
5-12,49.99,2,403,4.5,Stop the crooks from stealing their car again!,60143,"Be part of the action with the LEGO® City police as they haul the crook’s vehicle to impound, featuring an Auto Transporter with an adjustable, two-level rack and lowering ramps, police car and crooks’ motorbike with a sidecar, plus an adjustable barrier with lamppost. Includes four minifigures.
Includes four minifigures: two police officers and two crooks.
Features a police Auto Transporter, police car, crooks’ motorbike with sidecar and crooks’ car.
Auto Transporter features a cab with attached two-level rack that can hold two vehicles, lowering ramps at the back, adjustable top rack to drive a vehicle off, plus an adjustable barrier gate with a lamppost.
Crooks’ motorbike features a sidecar.
Crooks’ car features a small spoiler
Throw the hook onto the Auto Transporter to climb onto the vehicle.
Lower the ramps and drop the second level down to drive the car off the transporter.
Accessory elements include a walkie-talkie, handcuffs, two money bills, backpack and a hook.
This set offers an age-appropriate build and play experience for ages 5-12.
Auto Transporter measures over 3” (9cm) high, 8” (22cm) long and 2” (7cm) wide.
Police car measures over 1” (4cm) high, 4” (11cm) long and 1” (4cm) wide.
Crooks’ car measures over 1” (3cm) high, 3” (10cm) long and 1” (4cm) wide.
Crooks’ motorbike with sidecar measures over 1” (3cm) high, 2” (6cm) long and 1” (4cm) wide.
Police barrier measures over 4” (12cm) high, 4” (11cm) wide and 1” (4cm) deep.",NA,Auto Transport Heist,4,City,3.5,US,Non-Licensed
5-12,49.99,5,200,3.8,Keep the crook from escaping his boat ride to prison!,60129,"Lock up the crook and transport him to Prison Island in the LEGO® City Police Patrol Boat, featuring a cell with breakout function, buildable brick spotlight plus a crook's boat with an anchor and chain, plus other accessory elements. Includes 4 minifigures: a policeman, policewoman, female crook and a male crook.
Build a police patrol boat and chase down the crooks’ escape boat!
Use the crooks’ chain and hook to pull off the jail cell door for a breakout chase
Includes 2 police officers, male crook, and female crook minifigures, plus accessories
LEGO City building toys are compatible with all LEGO construction sets for creative building
Police Boat is over 6” high, 12” long, and 3” wide. Crook boat is over 1” high, 7” long, and 2” wide
200 pieces – For boys and girls between the ages of 5 and 12 years old",Easy,Police Patrol Boat,3.2,City,2,US,Non-Licensed
7-12,49.99,3,330,4.7,Fly in the exploration gear and fly out the crystals!,60123,"Bring in goods and fly out discoveries in the Volcano Supply Helicopter, featuring an opening back ramp, spinning rotors, lowering winch and hook, plus an excavator with arm and grabber, boulder opener tool with boulder rack and 2 boulders that open with crystal elements inside. Includes 3 minifigures.
Build a helicopter and excavator, featuring spinning rotors and 2 boulders that open with crystal elements inside!
Includes a female volcano explorer, male volcano worker and a pilot minifigures
LEGO City building toys are compatible with all LEGO construction sets for creative building
Volcano Supply Helicopter measures over 4” high, 12” long and 10” wide. Excavator measures over 3” high, 2” long and 2” wide. Boulder opener tool measures over 3” high, 1” wide and 3” deep
330 pieces – For boys and girls between the ages of 7 and 12",Easy,Volcano Supply Helicopter,4.3,City,4,US,Non-Licensed
6-12,39.99,4,324,5,Bring out the heavy machinery to do exploring right!,60122,"Make bigger discoveries with the versatile Volcano Crawler, featuring wide tracks to move over any obstacles, a big jackhammer arm that rotates on its base and moves up and down, a boulder rack to hold rocks in place and an ATV with a chain to move boulders around. Includes 3 minifigures.
Build a volcano exploring crawler and ATV, featuring wide tracks to move over obstacles, a rotating jackhammer arm and boulder rack!
Includes a female ATV driver, male volcano adventurer and a male volcano worker minifigures
LEGO City building toys are compatible with all LEGO construction sets for creative building
Volcano Crawler measures over 4” high, 7” long and 4” wide. Boulder rack measures over 1” wide, 1” deep and under 1” high. ATV measures over 1” high, 1” long and 1” wide
324 pieces – For boys and girls between the ages of 6 and 12",Average,Volcano Crawler,5,City,4.5,US,Non-Licensed
6-12,29.99,14,301,4,Take the Ferry to your next adventure!,60119,"Keep things moving in LEGO® City with the Ferry, featuring opening gates, space for a car, 2 fire extinguishers and other accessories. Includes 2 minifigures: a businessperson and ferry boat captain.
Build a ferry and car, featuring opening gates and space for transporting car!
Includes 2 minifigures, a businessman and ferry boat captain minifigures
LEGO City building toys are compatible with all LEGO construction sets for creative building
Ferry measures over 6” high, 13” long and 5” wide. Car measures over 1” high, 3” long and 1” wide
301 pieces – For boys and girls between the ages of 6 and 12",Easy,Ferry,4.2,City,4.2,US,Non-Licensed
5-12,29.99,NA,195,NA,Rescue the sailor off the rocks just in time!,60168,"Join the LEGO® City coast guard crew and make an exciting sailboat rescue, featuring a rescue craft with drop-down motors and spinning propellers, a sailboat with working rudder and mast that ‘breaks’, plus a rock island build. Includes 2 minifigures and a shark figure.
Includes 2 minifigures: a rescue pilot and a sailor, plus a shark figure.
Features a coast guard rescue craft with drop-down motors and spinning propellers, sailboat with working rudder, and toppling mast and sail, plus a rock island build.
Both boats float!
Spin the rescue craft propellers to cruise through the water and rescue the sailor.
Push the sail down to ‘break’ the mast.
Push the sail and mast back up to repair the sailboat once the sailor is safe.
Coast guard rescue craft measures over 1” (5cm) high, 7” (20cm) long and 3” (8cm) wide.
Sailboat with sail up measures over 7” (20cm) high, 9” (25cm) long and 2” (7cm) wide.
Rock island measures over 1” (5cm) high, 1” (5cm) wide and 5” (13cm) deep.
Shark figure measures over 2” (7cm) long.",NA,Sailboat Rescue,NA,City,NA,US,Non-Licensed
5-12,29.99,8,248,3.4,Celebrate 24 fun days with the LEGO® City Advent Calendar!,60155,"Celebrate the holidays with LEGO® City flair, featuring 24 different surprises, one for each day of the season, including Santa’s sleigh, a gingerbread house, Christmas tree, plane, snowman, coast guard helicopter and much more. Includes several different builds and 6 minifigures.
Includes 6 minifigures: snowboarder kid, grandma, 2 coast guard members, jungle explorer and Santa.
Features 24 different items including buildings, vehicles, seasonal items and minifigures.
Open each ‘door’ to reveal the surprise for the day.
Collect all the minifigures to add to your collections or sets.
Celebrate the holiday spirit in LEGO® City with this fun Advent calendar.",Easy,LEGO® City Advent Calendar,3.8,City,3.5,US,Non-Licensed
5-12,24.99,13,157,4.4,Load up the Cargo Plane and get ready to fly!,60101,"Get the LEGO® City Airport Cargo Plane ready for delivery, featuring a back hatch that opens, turning nosewheel, big engines and accessible cockpit, plus an airport service car with hand truck and space for 4 packages. Includes 2 minifigures.
Build a sturdy cargo plane, featuring an opening back hatch for loading and deliveries, big engines and accessible cockpit, plus an airport service car!
Includes a pilot and an airport worker
LEGO City building toys are compatible with all LEGO construction sets for creative building
Cargo Plane measures over 3” high, 9” long and 10” wide. Airport service car measures over 1” high, 2” long and 1” wide
157 pieces – For boys and girls between the ages of 5 and 12",Easy,Airport Cargo Plane,4.6,City,4.2,US,Non-Licensed
5-12,24.99,6,175,4.8,Head off-road and make the big discoveries!,60121,"Hop in the exploration truck to go explore the volcano, featuring big off-road tires, bull bar on the front, a drill to crack boulders open, a lifting hook and space in the back to transport a boulder back to the lab for study, plus a boulder with a crystal element inside. Includes 2 minifigures.
Build an exploration truck, featuring big off-road tires, a bull bar on the front a drill to crack boulders open and a lifting hook!
Includes a volcano adventurer and a volcano worker minifigures
LEGO City building toys are compatible with all LEGO construction sets for creative building
Volcano Exploration Truck measures over 3” high, 5” long and 2” wide
175 pieces – For boys and girls between the ages of 5 and 12",Easy,Volcano Exploration Truck,4.8,City,4.4,US,Non-Licensed
5-12,19.99,35,250,4.5,Pack up the gear; it’s time to go camping!,60117,"Spend some time camping with the family with this van with opening doors and detachable caravan that opens from the back, revealing a small kitchen and a bed, as well as a separate grill with sausages and a bone for the family dog. Includes 2 minifigures: a male camper and female camper, plus a dog.
Includes a male camper and female camper, plus a dog.
Features a van with opening doors and detachable caravan that opens to reveal a small kitchen and bed.
Load up the caravan, hook it onto the van and take off on a camping trip.
Accessory elements include a grill, 2 sausages, bone, 2 mugs and a coffee machine.
Van measures over 2” (6cm) high, 4” (12cm) long and 2” (6cm) wide.
Caravan measures over 2” (6cm) high, 5” (13cm) long and 1” (5cm) wide.",Easy,Van & Caravan,4.6,City,4.6,US,Non-Licensed
5-12,19.99,7,138,4.7,Catch the crook before she gets away with the safe!,60142,"Be part of the action with the LEGO® City police as the officer stops the crook from getting away with the safes, featuring a Money Transporter with an opening trapdoor on the roof, lock and opening door on the back, plus two safes, a hand truck, crowbar and other accessory elements. Includes two minifigures.
Includes two minifigures: a police officer and a crook.
Features a Money Transporter van with a trapdoor on the roof, lock and opening door in the back.
Break into the Money Transporter through the roof trapdoor.
Stack the safes on the hand truck and roll them away.
Put the handcuffs on the crook.
Accessory elements include a hand truck, two safes, backpack, two gold bars, two money bills, four jewels, crowbar and a pair of handcuffs.
This set offers an age-appropriate build and play experience for ages 5-12.
Money Transporter measures over 2” (7cm) high, 5” (12cm) long and 1” (5cm) wide.",Easy,Money Transporter,4.4,City,4.1,US,Non-Licensed
5-12,9.99,8,80,4.1,Stop the crooks before they empty the ATM!,60136,"Be part of the action with the LEGO® City police as they stop the crooks from getting away with the money from the ATM, featuring a police ATV that includes a radio and a set of handcuffs, plus an ATM with breakout function and opening door on the back, money bills, dynamite and a jackhammer. Includes four minifigures plus a police dog figure.
Includes four minifigures: two police officers and two crooks, plus a police dog figure.
Features a police ATV with room for the dog figure in the back.
Also includes a wall section with ATM breakout function, opening door on the back and space to hold money bills.
Break out the ATM with the dynamite and crack it open with the jackhammer.
Use the police radio to call for help from the police officer and his dog.
Accessory elements include two money bills, a walkie-talkie, handcuffs, dynamite, backpack and a jackhammer.
This set offers an age-appropriate build and play experience for ages 5-12.
ATM measures over 1” (5cm) high, 1” (3cm) wide and 1” (3cm) deep.
ATV measures over 2” (7cm) high, 3” (8cm) long and 1” (4cm) wide.",Easy,Police Starter Set,4.6,City,4.3,US,Non-Licensed
5-12,9.99,8,91,4.3,Strap in and jump some ramps!,60146,"Get behind the wheel of the LEGO® City Stunt Truck and prepare to make some big air jumps, featuring a truck with a big rear wing and big knobby tires, plus a minifigure.
Includes a Stunt Truck driver minifigure.
Features a big rear wing and big knobby tires.
This set offers an age-appropriate build and play experience for ages 5-12.
Stunt Truck measures over 2” (6cm) high, 4” (12cm) long and 2” (6cm) wide.",Easy,Stunt Truck,4.8,City,4.4,US,Non-Licensed
5-12,9.99,7,81,4.9,Start your engine and race through the dunes!,60145,"Get behind the wheel and take on the desert with the super-fast LEGO® City Buggy. This tough vehicle features an opening roll cage over the seat, huge chunky tires and a big engine at the back. Includes a minifigure.
Includes a Buggy driver minifigure.
Features an opening roll cage, huge chunky tires and a big engine.
Seat the driver and get ready to ride the dunes!
This set offers an age-appropriate build and play experience for ages 5-12.
Buggy measures over 2” (6cm) high, 4” (12cm) long and 2” (6cm) wide.",Very Easy,Buggy,4.9,City,4.9,US,Non-Licensed
5-12,9.99,7,83,4.7,Explore the volcano and make an exciting discovery!,60120,"Join the adventure in exploring the LEGO® City Volcano, featuring an eruption function, ATV with walkie-talkie, metal detector, camera, chain and a boulder that opens with a crystal element inside. Includes 4 minifigures.
Includes 4 minifigures: a volcano adventurer, female volcano worker, male volcano worker and a female volcano scientist.
Features a volcano with an eruption function and a boulder with a crystal element inside.
Includes an ATV with a walkie-talkie and a chain for dragging boulders.
Wrap the chain around the boulder to drag it away for study.
Use the pickaxe to open the boulder and get the hidden crystal element out.
Accessory elements include a camera, pickaxe and a metal detector.
Headgear accessory elements include 2 hard hats and a baseball cap.
Volcano measures over 1” (3cm) high, 1” (3cm) wide and 1” (5cm) deep.
ATV measures over 2” (7cm) high, 2” (6cm) long and 1” (4cm) wide.",Easy,Volcano Starter Set,4.3,City,4.3,US,Non-Licensed
5-12,9.99,10,81,4.4,Help get LEGO® City's mail on the helicopter!,60100,"Join the LEGO® City postal workers, featuring a helicopter with spinning main and tail rotors and storage boxes that open, plus 2 hand trucks, a gasoline barrel, mailbox and 3 pieces of mail. Includes 4 minifigures.
Includes 4 minifigures: a female postal worker, male postal worker, pilot and airport service worker.
Features a helicopter with spinning rotors, space for a minifigure and storage boxes that open.
Accessory elements include a gasoline barrel, 2 hand trucks, mailbox, wrench, 3 pieces of mail and 2 lights.
Open the front of the mailbox to empty the mail onto the hand truck.
Open the storage boxes on the side of the helicopter to load the mail for transport.
Spin the rotors and get ready to takeoff, after fueling up the helicopter with the gasoline barrel.
This set offers an age-appropriate building experience for ages 5 and over.
Helicopter measures over 2” (7cm) high, 5” (14cm) long and 1” (4cm) wide.
Mailbox measures over 1” (3cm) high.",Very Easy,Airport Starter Set,4.9,City,5,US,Non-Licensed
5-12,9.99,11,90,3.9,Save the dockworker and put out the blaze!,60106,"Race the fire hovercraft to the pier and put out the fire! Send the diver into the water to save the dockworker and then help the other firefighters put out the flames on the engine. Keep the pier safe and become a LEGO® City firefighting hero!
Includes 4 minifigures: 2 male firefighters, a female firefighter and a dockworker.
Features a fire hovercraft with turning propeller and accessories, and a pier with engine and fire elements.
Send the diver off the hovercraft into the water to rescue the stricken dockworker.
Accessory elements include a wrench, fire extinguisher and a life preserver.
Fire hovercraft measures over 1” (4cm) high, 3” (10cm) long and 1” (4cm) wide.
Pier measures over 3” (8cm) wide, 1” (4cm) deep and 1” (4cm) high.",Easy,Fire Starter Set,4.1,City,4.1,US,Non-Licensed
5-12,6.99,5,47,4.3,Chase down the crook with the ATV!,60135,"Be part of the action with the LEGO® City police as they keep the city safe, featuring a police ATV and pair of handcuffs, plus a two-wheeled hand truck and safe with opening door, gold bars and a crowbar. Includes two minifigures.
Includes two minifigures: a police officer and a crook.
Features a police ATV, two-wheeled hand truck and a safe with an opening door.
Catch the crook on the ATV and put the cuffs on him!
Accessory elements include a pair of handcuffs, crowbar and two gold bars.
This set offers an age-appropriate build and play experience for ages 5-12.
ATV measures over 1” (5cm) high, 1” (5cm) long and 1” (4cm) wide.",Very Easy,ATV Arrest,4.4,City,4.6,US,Non-Licensed
4-99,59.99,4,790,5,"Create all kinds of buildings with LEGO® bricks, windows and doors!",10698,"Build up a storm with this big box of classic LEGO® bricks in 33 different colors. With lots of different windows and doors, along with other special pieces to inspire you, you can really run with your imagination. With some ideas to get you started, this set provides the perfect creative toolkit for budding builders of all ages to enjoy some classic LEGO construction. It comes in a convenient plastic storage box and is an ideal supplement to any existing LEGO collection.
Build your own amazing buildings and more with this classic collection of LEGO bricks in 33 different colors
Includes 8 different types of windows and doors, 2 green baseplates and 6 tires and wheel rims
Green baseplates measure over 6” long and 6” wide, and 4” long and 2” respectively
LEGO Creative Brick building toys are compatible with all LEGO construction sets for creative building
790 pieces – For boys and girls between the ages of 4 and 99 years old",Easy,LEGO® Large Creative Brick Box,5,Classic,5,US,Non-Licensed
4-99,34.99,11,484,4.6,Create your own LEGO® vehicles with LEGO Classic!,10696,"Designed with builders of all ages in mind, this collection of LEGO® bricks in 35 different colors will encourage open-ended building play, and inspire any imagination. Windows, eyes, and lots and lots of wheels add to the fun and offer endless possibilities for creative construction and vehicle play. A great supplement set to any existing LEGO collection, this set comes in a convenient plastic storage box and includes ideas to get the building started.
Build your own vehicles and much more with this classic collection of LEGO bricks in 35 different colors
Includes windows, eyes, 18 tires and wheel rims, green baseplate and more
Green baseplate measures over 3” long and 6” wide
LEGO Creative Brick building toys are compatible with all LEGO construction sets for creative building
484 pieces – For boys and girls between the ages of 4 and 99 years old",Easy,LEGO® Medium Creative Brick Box,4.6,Classic,4.7,US,Non-Licensed
4-99,19.99,2,213,5,Bring along a world of creativity in your own LEGO® Creative Suitcase!,10713,"Create, play and pack neatly away with this smart and convenient LEGO® Classic Creative Suitcase, featuring a selection of brightly colored LEGO building bricks including bricks, eyes, wheels and shapes, for building all kinds of houses, vehicles, creatures and creations. Open the case to access multiple compartments for sorting and storing LEGO pieces. This set also includes simple, age-appropriate building instructions that will help children discover their own creative building skills.
Features a sturdy yellow suitcase with handy sorting compartments and a selection of colorful pieces, including, bricks, shapes, wheels and eyes.
Makes a perfect starter set for budding LEGO® builders.
This LEGO® Classic building set fosters open-ended creativity and imagination.
Suitcase measures over 10” (26cm) high, 11” (28cm) wide and 2” (6cm) deep.
Visit LEGO.com/classic for additional building instructions, fun videos, ideas and inspiration. Ask your parents before going online.
Let creativity grow with LEGO® Classic sets!
This building bricks set is suitable for ages 4-99.",Very Easy,Creative Suitcase,5,Classic,5,US,Non-Licensed
4-99,19.99,8,303,4.8,"Get ideas, get creative and get building!",10693,"Get busy building whatever you imagine with this colorful set of LEGO® bricks in different shapes and sizes! From space rockets and robots to dinosaurs and sharks, this set gives budding builders of all ages the versatility to be really creative and makes a great addition to any existing LEGO collection. There are LEGO bricks in 20 different colors, as well as 2 pairs of eyes to help you walk on the wild side. So let your imagination fly! And if you’re stuck for ideas, the instructions will helpto get you started.
Features 2 sets of eyes for building all kinds of creatures
Includes a range of LEGO® bricks in 20 different colors
Encourages budding builders to stretch their imaginative muscles
Ideas included with the set and online at LEGO.com/classic to help you get started
Inspires open-ended creativity
All models pictured can be built from this set simultaneously
Includes a brick separator
LEGO® Classic sets are an ideal supplement to any existing LEGO collection",Easy,LEGO® Creative Supplement,4.9,Classic,4.9,US,Non-Licensed
4-99,16.99,7,221,4.3,Get creative with classic LEGO® bricks in 29 different colors!,10692,"Dig into this selection of LEGO® bricks and let your imagination run away with you! The building possibilities are endless, with classic bricks in 29 different colors and special pieces including doors, windows, wheels, eyes and propellers. And if you don’t know where to start, you can find instructions with some ideas to get you going. This is an ideal set to help budding builders of all ages get creative, and would complement any existing LEGO collection.
Features a wide range of LEGO® bricks in 29 different colors
Special pieces include 2 different sets of eyes, windows, 2 types of door, wheels, axles and propellers
LEGO® Classic is designed to inspire open-ended creativity with the LEGO brick
Special pieces encourage imaginative building
All models pictured can be built from this set simultaneously
Ideas included with the set and online at LEGO.com/classic to help you get started
Includes a brick separator and comes in a sturdy storage box 
LEGO® Classic sets are an ideal supplement to any existing LEGO collection",Easy,LEGO® Creative Bricks,4.1,Classic,4.3,US,Non-Licensed
4-99,14.99,24,1,4.3,Add another useful piece to your LEGO® collection with this Gray Baseplate!,10701,"Whether you’re creating a street scene, castle, or something of your own imagination, this gray-colored 48x48-stud baseplate is the perfect starting point for building, displaying, and playing with your LEGO® creations.
Measures 48x48 studs or 15'' (38cm) x 15'' (38cm)
A great supplement to any LEGO® collection!",Very Easy,Gray Baseplate,4.1,Classic,3.5,US,Non-Licensed
4-99,7.99,6,1,4.7,Create your own world on a Blue LEGO® Baseplate!,10714,"Whether you are creating a seaside town, sunny swimming pool, ship at sea or something else from your imagination, this blue 32x32-stud baseplate is the perfect starting point for building, displaying and creative play with your LEGO® creations.
Blue LEGO® Baseplate
Create a seaside town, sunny swimming pool, ship on the high seas or whatever else you can imagine.
A great supplement to any LEGO® collection.
Measures 32x32 studs or 10'' (25cm) square.
Let creativity grow with LEGO® Classic sets!
This creative play baseplate is suitable for ages 4-99.",Very Easy,Blue Baseplate,4.7,Classic,4.3,US,Non-Licensed
4-99,7.99,46,1,3.2,Add another useful piece to your LEGO® collection with this Bright Green Baseplate!,10700,"Whether you’re creating a garden, forest, or something of your own imagination, this Bright Green-colored 32x32-stud baseplate is the perfect starting point for building, displaying, and playing with your LEGO® creations.
This product is Bright Green
Measures 32x32 studs or 10'' (25cm) x 10'' (25cm)
A great supplement to any LEGO® collection!",Very Easy,Green Baseplate,2.6,Classic,2.5,US,Non-Licensed
4-99,4.99,8,78,4.6,Unleash your imagination with the LEGO® Blue Creativity Box!,10706,"Unleash a world of open-ended creativity and imagination with the LEGO® Classic Blue Creativity Box, featuring vibrant shades of blue and fun bright colors. Imaginative building play is easy with these versatile LEGO bricks and special pieces, plus an inspirational guide with age-appropriate building instructions and ideas that will help your child discover their creative building skills. This set provides three levels of building complexity, and also makes an excellent starter set for budding LEGO builders.
Includes more than 75 pieces in vibrant shades of blue and fun, bright colors.
Features a mix of classic LEGO® bricks and special elements.
Makes a great starter set for budding LEGO® builders.
This LEGO® Classic Blue Creativity Box building set fosters open-ended creativity and imagination.
Includes three levels of building complexity to suit builders on different levels.
Includes an inspirational guide containing building instructions and ideas that will help your child discover their creative building skills.
Visit LEGO.com/classic for additional building instructions, ideas and inspiration. Ask your parents’ permission.
Enjoy imaginative play with this inspirational LEGO® Classic set.
This set offers an age-appropriate building experience for ages 4-99.",Very Easy,Blue Creativity Box,4.8,Classic,5,US,Non-Licensed
